datetime,price_eur_mwh,biomass_mwh,hydro_mwh,wind_offshore_mwh,wind_onshore_mwh,solar_mwh,lignite_mwh,hard_coal_mwh,gas_gen_mwh,wind_total_mwh,renewable_ratio,gas_share_thermal,load_mwh,temperature_c,wind_speed_ms,ttf_eur_mwh,price_outlier_flag,residual_load
2022-01-01 00:00:00,50.05,4232.5,1465.75,5975.5,25570.25,2.0,3562.0,2039.25,3491.5,31545.75,0.8038,0.384,43915.5,10.07,19.92,70.34300231933594,0,12367.75
2022-01-01 01:00:00,41.33,4220.0,1518.0,5775.25,24318.25,2.0,3546.75,2049.75,3406.75,30093.5,0.7992,0.3784,41535.75,10.55,17.88,70.34300231933594,0,11440.25
2022-01-01 02:00:00,43.22,4222.5,1468.0,5548.0,23169.5,2.0,3495.0,2033.25,3401.5,28717.5,0.794,0.3809,40480.75,10.58,17.8,70.34300231933594,0,11761.25
2022-01-01 03:00:00,45.46,4227.5,1452.75,5382.75,22092.5,2.0,3504.75,2023.75,3406.75,27475.25,0.7877,0.3813,39564.0,10.28,17.45,70.34300231933594,0,12086.75
2022-01-01 04:00:00,37.67,4231.5,1498.0,5586.5,20607.0,2.0,3537.5,2013.25,3421.5,26193.5,0.7806,0.3813,39338.25,9.88,17.38,70.34300231933594,0,13142.75
2022-01-01 05:00:00,39.7,4244.25,1478.5,4531.25,19575.25,2.0,3767.0,2014.0,3412.5,24106.5,0.7644,0.3712,38826.5,9.85,16.77,70.34300231933594,0,14718.0
2022-01-01 06:00:00,40.59,4293.0,1439.5,4514.75,19274.5,2.0,3876.25,2031.25,3409.5,23789.25,0.7601,0.3659,38413.0,9.65,15.9,70.34300231933594,0,14621.75
2022-01-01 07:00:00,43.26,4367.25,1441.0,4850.0,18045.5,2.0,3869.5,2361.5,3431.75,22895.5,0.7482,0.3552,39076.25,9.43,15.3,70.34300231933594,0,16178.75
2022-01-01 08:00:00,49.66,4487.75,1459.75,4172.0,16691.75,224.0,3981.75,2448.75,3568.0,20863.75,0.73,0.3569,40299.25,9.02,15.65,70.34300231933594,0,19211.5
2022-01-01 09:00:00,70.05,4529.75,1457.75,4214.0,15714.75,1804.0,4209.5,2461.5,3489.25,19928.75,0.7318,0.3434,42510.0,8.92,15.52,70.34300231933594,0,20777.25
2022-01-01 10:00:00,76.79,4537.5,1458.25,4051.0,14022.5,4115.0,4374.25,2444.0,3610.75,18073.5,0.7299,0.3462,44382.0,9.55,15.02,70.34300231933594,0,22193.5
2022-01-01 11:00:00,84.1,4503.75,1471.75,4265.0,11941.25,6355.0,4423.75,2527.0,3624.25,16206.25,0.7296,0.3427,46732.0,10.42,13.52,70.34300231933594,0,24170.75
2022-01-01 12:00:00,94.74,4449.25,1453.0,4995.0,10392.75,7443.0,4503.5,2722.5,3617.5,15387.75,0.726,0.3336,47313.75,11.08,12.8,70.34300231933594,0,24483.0
2022-01-01 13:00:00,96.8,4399.0,1464.25,5527.5,8996.25,6584.25,4239.75,2748.75,3508.25,14523.75,0.7198,0.3342,46391.25,11.65,10.35,70.34300231933594,0,25283.25
2022-01-01 14:00:00,97.17,4414.5,1499.75,5889.25,8393.5,4392.5,4907.25,2930.0,3602.0,14282.75,0.6825,0.3149,45728.5,11.95,10.0,70.34300231933594,0,27053.25
2022-01-01 15:00:00,101.0,4473.75,1500.25,6038.25,8809.0,1668.75,6367.5,3328.25,3616.75,14847.25,0.6282,0.2717,45683.0,11.85,9.12,70.34300231933594,0,29167.0
2022-01-01 16:00:00,126.6,4584.5,1439.75,6106.5,10675.25,133.25,7041.5,3810.5,3551.25,16781.75,0.6143,0.2466,47903.75,10.9,8.98,70.34300231933594,0,30988.75
2022-01-01 17:00:00,149.97,4628.5,1440.0,6080.0,12983.75,2.25,7377.75,4024.25,3513.0,19063.75,0.6276,0.2355,51620.5,10.12,9.32,70.34300231933594,0,32554.5
2022-01-01 18:00:00,146.33,4659.25,1433.5,6048.5,15087.75,2.0,7576.0,4177.25,3513.0,21136.25,0.6408,0.2301,52595.25,9.43,9.75,70.34300231933594,0,31457.0
2022-01-01 19:00:00,140.28,4607.75,1427.0,6086.0,17047.0,2.0,7200.5,3973.25,3565.25,23133.0,0.6643,0.2419,51620.0,8.48,10.25,70.34300231933594,0,28485.0
2022-01-01 20:00:00,121.88,4491.25,1440.0,6232.5,18047.25,2.0,6287.0,3575.5,3670.0,24279.75,0.6907,0.2712,49682.75,7.93,9.98,70.34300231933594,0,25401.0
2022-01-01 21:00:00,102.61,4392.5,1439.0,6473.25,18560.0,2.0,5657.25,3131.75,3582.5,25033.25,0.7139,0.2896,48052.0,7.4,10.35,70.34300231933594,0,23016.75
2022-01-01 22:00:00,97.46,4337.75,1502.0,6743.25,18650.25,2.0,5691.0,2623.75,3558.5,25393.5,0.7246,0.2997,47476.75,7.18,11.45,70.34300231933594,0,22081.25
2022-01-01 23:00:00,85.16,4287.25,1435.0,6932.75,18907.75,2.0,4544.5,2437.5,3492.0,25840.5,0.7508,0.3334,44871.75,7.08,11.55,70.34300231933594,0,19029.25
2022-01-02 00:00:00,57.08,4223.25,1418.75,6943.5,18965.0,2.0,3648.0,2268.0,3480.5,25908.5,0.7705,0.3704,42672.0,6.8,11.73,70.34300231933594,0,16761.5
2022-01-02 01:00:00,52.59,4227.0,1448.5,6835.0,18795.0,2.0,3666.25,2211.5,3443.5,25630.0,0.7706,0.3694,41483.0,7.4,11.8,70.34300231933594,0,15851.0
2022-01-02 02:00:00,48.97,4234.5,1497.25,6783.75,18018.25,2.0,3520.5,2192.25,3439.75,24802.0,0.7694,0.3758,40765.5,6.95,12.35,70.34300231933594,0,15961.5
2022-01-02 03:00:00,34.94,4234.25,1504.75,6274.25,18982.25,2.0,3457.5,2195.0,3446.0,25256.5,0.7731,0.3787,40536.5,6.82,13.45,70.34300231933594,0,15278.0
2022-01-02 04:00:00,29.56,4247.25,1507.25,6037.25,18102.0,2.0,3459.0,2215.5,3406.5,24139.25,0.767,0.3751,40713.0,6.78,13.48,70.34300231933594,0,16571.75
2022-01-02 05:00:00,33.97,4259.0,1500.5,6314.0,18176.5,2.0,3468.25,2207.0,3438.0,24490.5,0.7685,0.3773,40746.5,6.7,13.15,70.34300231933594,0,16254.0
2022-01-02 06:00:00,34.52,4315.25,1429.5,6000.5,19031.0,2.0,3451.25,2225.75,3472.0,25031.5,0.7709,0.3795,40397.5,6.85,13.45,70.34300231933594,0,15364.0
2022-01-02 07:00:00,41.8,4384.5,1395.25,5377.0,20611.25,2.5,3469.25,2234.25,3514.25,25988.25,0.7751,0.3812,42253.5,6.95,12.85,70.34300231933594,0,16262.75
2022-01-02 08:00:00,48.95,4477.25,1402.75,5620.75,22654.5,337.0,3616.0,2071.75,3596.25,28275.25,0.7879,0.3874,45417.75,7.07,12.2,70.34300231933594,0,16805.5
2022-01-02 09:00:00,60.01,4533.75,1402.0,5098.5,23604.0,1959.5,3610.5,2116.5,3526.0,28702.5,0.7982,0.3811,48343.75,7.75,13.58,70.34300231933594,0,17681.75
2022-01-02 10:00:00,70.09,4556.25,1413.25,5430.5,24892.0,3959.25,3578.75,2189.0,3510.0,30322.5,0.8127,0.3783,50583.25,8.93,15.2,70.34300231933594,0,16301.5
2022-01-02 11:00:00,66.26,4530.5,1408.25,6116.25,26543.25,5160.75,3479.5,2202.0,3458.5,32659.5,0.8272,0.3784,53645.25,9.8,17.0,70.34300231933594,0,15825.0
2022-01-02 12:00:00,64.54,4421.25,1438.75,6329.0,28824.25,5033.5,3524.75,2222.25,3492.5,35153.25,0.8329,0.378,54537.5,10.58,18.98,70.34300231933594,0,14350.75
2022-01-02 13:00:00,46.96,4370.5,1405.0,5981.25,30427.5,3810.0,3494.25,2217.0,3512.75,36408.75,0.833,0.3808,53333.0,11.18,19.25,70.34300231933594,0,13114.25
2022-01-02 14:00:00,40.01,4354.75,1412.25,5680.5,32024.0,2601.0,3502.5,2189.0,3464.5,37704.5,0.8342,0.3784,52692.5,11.62,22.3,70.34300231933594,0,12387.0
2022-01-02 15:00:00,29.11,4377.25,1411.0,5827.5,33516.75,1024.5,3485.25,2283.5,3445.5,39344.25,0.8336,0.3739,53243.25,11.68,24.62,70.34300231933594,0,12874.5
2022-01-02 16:00:00,32.76,4461.75,1462.0,6303.0,34516.0,55.25,3493.75,2347.5,3424.25,40819.0,0.8347,0.3696,55537.75,11.08,24.65,70.34300231933594,0,14663.5
2022-01-02 17:00:00,42.97,4549.0,1392.5,6361.25,35780.5,3.0,3664.5,2432.25,3379.0,42141.75,0.8354,0.3566,58597.75,10.48,24.5,70.34300231933594,0,16453.0
2022-01-02 18:00:00,60.96,4592.75,1441.75,6539.25,36095.75,2.0,3665.75,2402.0,3418.25,42635.0,0.8369,0.3603,58764.0,10.32,24.58,70.34300231933594,0,16127.0
2022-01-02 19:00:00,60.94,4586.75,1497.5,6732.75,34832.0,1.75,3582.0,2385.0,3396.75,41564.75,0.8358,0.3628,57357.25,10.52,24.52,70.34300231933594,0,15790.75
2022-01-02 20:00:00,54.12,4540.75,1454.5,6952.75,33834.0,2.0,3597.75,2325.75,3424.25,40786.75,0.8335,0.3663,54792.25,10.5,23.65,70.34300231933594,0,14003.5
2022-01-02 21:00:00,46.16,4438.5,1407.75,6680.5,32480.5,2.0,3512.25,2219.75,3352.5,39161.0,0.8321,0.369,52467.75,10.17,22.2,70.34300231933594,0,13304.75
2022-01-02 22:00:00,46.29,4369.75,1409.25,6037.0,30518.5,2.0,3511.0,2184.0,3436.0,36555.5,0.8226,0.3763,50934.75,10.0,21.6,70.34300231933594,0,14377.25
2022-01-02 23:00:00,32.93,4293.5,1379.0,5969.0,29805.5,2.0,3524.5,2143.0,3299.25,35774.5,0.8221,0.3679,47873.25,10.38,22.35,70.34300231933594,0,12096.75
2022-01-03 00:00:00,0.31,4203.5,1405.25,6254.0,28591.25,2.0,3676.5,2093.75,3478.5,34845.25,0.8139,0.3761,45380.75,9.55,21.2,70.34300231933594,0,10533.5
2022-01-03 01:00:00,-0.01,4184.5,1445.0,6047.75,26610.0,2.0,3977.75,2059.0,3371.25,32657.75,0.8028,0.3583,43637.0,9.38,21.33,80.43399810791016,0,10977.25
2022-01-03 02:00:00,-0.07,4175.5,1485.75,5705.0,26360.5,2.0,3858.5,2024.5,3421.25,32065.5,0.8022,0.3677,42571.0,9.17,18.85,80.43399810791016,0,10503.5
2022-01-03 03:00:00,-1.05,4150.0,1456.5,5713.5,25569.25,2.0,3870.75,2028.25,3448.75,31282.75,0.7978,0.3689,43103.75,8.95,23.3,80.43399810791016,0,11819.0
2022-01-03 04:00:00,-1.0,4180.25,1493.5,5781.0,27108.0,2.0,4013.75,2051.5,3424.25,32889.0,0.8025,0.3608,44571.0,8.9,24.65,80.43399810791016,0,11680.0
2022-01-03 05:00:00,0.32,4239.0,1439.75,6091.75,30921.25,1.25,4303.75,2220.0,3504.5,37013.0,0.8098,0.3495,48363.75,8.55,25.9,80.43399810791016,0,11349.5
2022-01-03 06:00:00,37.55,4285.25,1426.5,6177.25,36087.0,1.25,5047.0,2576.75,3906.5,42264.25,0.8062,0.3388,55413.75,8.48,26.88,80.43399810791016,0,13148.25
2022-01-03 07:00:00,88.76,4446.75,1469.25,6058.0,37615.75,2.0,5755.75,3092.75,4751.75,43673.75,0.7848,0.3494,61592.5,8.1,25.08,80.43399810791016,0,17916.75
2022-01-03 08:00:00,122.93,4565.5,1453.5,6060.75,36623.25,148.0,7212.0,3505.25,5326.5,42684.0,0.7528,0.332,65070.75,7.82,23.58,80.43399810791016,0,22238.75
2022-01-03 09:00:00,110.17,4569.0,1427.5,6024.0,35976.5,1449.0,8444.5,3557.5,5389.0,42000.5,0.7398,0.3099,66481.5,7.78,23.33,80.43399810791016,0,23032.0
2022-01-03 10:00:00,93.38,4510.75,1413.75,5656.25,36100.75,3310.75,8962.25,3581.5,5559.25,41757.0,0.738,0.3071,67914.75,8.48,23.8,80.43399810791016,0,22847.0
2022-01-03 11:00:00,90.73,4467.0,1410.5,5643.5,36778.25,4541.0,8986.75,3578.0,5432.75,42421.75,0.7459,0.3019,69499.5,9.0,23.45,80.43399810791016,0,22536.75
2022-01-03 12:00:00,82.37,4412.5,1425.5,5631.0,36692.5,4773.0,9073.25,3433.75,5337.25,42323.5,0.7479,0.2991,70128.5,9.62,23.8,80.43399810791016,0,23032.0
2022-01-03 13:00:00,80.9,4405.75,1388.5,5638.25,35980.5,3789.5,9301.25,3332.25,5450.75,41618.75,0.739,0.3014,69323.0,9.22,23.8,80.43399810791016,0,23914.75
2022-01-03 14:00:00,80.99,4448.5,1415.0,5646.25,34870.0,2535.25,9777.75,3335.0,5429.5,40516.25,0.7251,0.2928,68297.75,9.0,22.67,80.43399810791016,0,25246.25
2022-01-03 15:00:00,98.05,4525.5,1405.25,5651.5,33277.25,907.25,10824.0,3459.75,5435.5,38928.75,0.6989,0.2756,67348.75,8.93,21.62,80.43399810791016,0,27512.75
2022-01-03 16:00:00,123.51,4654.25,1376.5,5656.5,32903.75,44.75,11331.0,4063.5,5566.0,38560.25,0.6805,0.2655,68033.75,8.62,21.55,80.43399810791016,0,29428.75
2022-01-03 17:00:00,148.49,4710.25,1384.5,5601.5,32372.25,3.0,11398.25,4330.25,5806.5,37973.75,0.6718,0.2696,70411.25,8.25,19.95,80.43399810791016,0,32434.5
2022-01-03 18:00:00,138.0,4719.0,1451.5,5447.0,32522.75,2.0,11579.75,4414.5,5747.75,37969.75,0.67,0.2644,70161.0,8.0,20.38,80.43399810791016,0,32189.25
2022-01-03 19:00:00,117.64,4680.25,1462.5,5455.25,30988.0,2.0,11833.75,4280.0,5573.25,36443.25,0.6626,0.257,68168.5,7.78,20.2,80.43399810791016,0,31723.25
2022-01-03 20:00:00,117.71,4590.5,1453.5,5157.25,29027.75,2.0,12061.75,4415.5,5314.5,34185.0,0.6486,0.2439,64128.0,7.8,20.23,80.43399810791016,0,29941.0
2022-01-03 21:00:00,95.95,4417.5,1478.0,5132.25,27448.25,2.0,11859.5,4558.0,5348.5,32580.5,0.6387,0.2457,60337.25,7.72,19.7,80.43399810791016,0,27754.75
2022-01-03 22:00:00,105.68,4337.25,1399.25,5479.0,24929.75,2.0,11796.0,4848.5,4993.0,30408.75,0.6255,0.2308,57506.75,7.7,18.52,80.43399810791016,0,27096.0
2022-01-03 23:00:00,95.26,4276.75,1390.75,5342.0,23001.5,2.0,11849.5,4684.75,4777.25,28343.5,0.6148,0.2242,53757.75,7.42,17.08,80.43399810791016,0,25412.25
2022-01-04 00:00:00,103.7,4258.75,1462.5,5306.5,21407.75,2.0,12531.0,4601.0,4501.25,26714.25,0.5999,0.2081,50713.5,7.55,16.2,80.43399810791016,0,23997.25
2022-01-04 01:00:00,108.27,4267.75,1543.75,4863.5,20274.25,2.0,12376.0,4466.0,4436.5,25137.75,0.5926,0.2085,48451.0,7.83,15.28,88.74099731445312,0,23311.25
2022-01-04 02:00:00,105.92,4250.0,1557.25,3962.0,18928.0,2.0,11923.25,3978.5,4351.25,22890.0,0.5863,0.2148,47652.75,7.7,15.45,88.74099731445312,0,24760.75
2022-01-04 03:00:00,103.41,4250.25,1537.0,3435.0,17733.5,2.0,11989.75,4274.5,4493.5,21168.5,0.565,0.2165,48124.75,7.7,14.45,88.74099731445312,0,26954.25
2022-01-04 04:00:00,102.71,4280.25,1486.0,2651.25,16291.75,2.0,12508.25,5033.75,4838.0,18943.0,0.5248,0.2162,49426.5,7.45,12.65,88.74099731445312,0,30481.5
2022-01-04 05:00:00,114.23,4318.25,1382.25,2512.0,15201.0,2.0,12573.75,6423.25,5390.75,17713.0,0.4898,0.221,52156.25,7.68,15.4,88.74099731445312,0,34441.25
2022-01-04 06:00:00,156.91,4411.5,1409.25,3088.0,14214.0,2.0,12898.0,8477.75,6902.25,17302.0,0.4499,0.2441,57668.25,8.02,16.23,88.74099731445312,0,40364.25
2022-01-04 07:00:00,182.64,4598.25,1602.25,3319.0,13310.75,4.0,12879.0,10331.5,7974.25,16629.75,0.4227,0.2557,62602.0,8.0,15.35,88.74099731445312,0,45968.25
2022-01-04 08:00:00,178.91,4706.0,1544.75,3250.75,12608.5,54.5,12950.5,10766.25,9279.25,15859.25,0.4018,0.2812,66083.5,7.82,15.97,88.74099731445312,0,50169.75
2022-01-04 09:00:00,190.0,4720.25,1492.75,2818.0,11926.25,493.75,12957.0,11213.5,9914.5,14744.25,0.3863,0.2909,67461.75,7.4,12.15,88.74099731445312,0,52223.75
2022-01-04 10:00:00,189.88,4690.0,1487.75,3544.0,11819.75,1182.5,12978.0,11422.25,10014.75,15363.75,0.3977,0.291,68262.75,7.1,12.6,88.74099731445312,0,51716.5
2022-01-04 11:00:00,182.42,4647.5,1448.0,3506.75,12104.25,1853.25,13070.75,11597.0,10012.25,15611.0,0.4045,0.2887,69485.5,7.28,11.95,88.74099731445312,0,52021.25
2022-01-04 12:00:00,182.46,4585.0,1503.75,4554.75,12056.5,2340.5,13233.0,11693.5,9894.5,16611.25,0.4183,0.2842,69785.0,7.88,12.32,88.74099731445312,0,50833.25
2022-01-04 13:00:00,179.59,4530.0,1432.75,5440.75,12366.5,2297.0,13275.0,11541.75,9895.75,17807.25,0.4289,0.2851,68721.75,8.52,18.3,88.74099731445312,0,48617.5
2022-01-04 14:00:00,179.0,4493.5,1543.5,5559.5,13093.5,1225.25,13330.0,10992.25,9973.5,18653.0,0.4304,0.2908,68153.75,8.6,18.88,88.74099731445312,0,48275.5
2022-01-04 15:00:00,180.93,4520.75,1485.75,6139.0,13767.5,407.25,13466.75,10708.0,9963.25,19906.5,0.4353,0.2919,67885.0,8.1,18.65,88.74099731445312,0,47571.25
2022-01-04 16:00:00,166.69,4603.5,1458.5,6094.0,14701.75,19.5,13457.75,10776.75,10056.75,20795.75,0.4394,0.2933,68696.75,7.6,17.7,88.74099731445312,0,47881.5
2022-01-04 17:00:00,189.88,4690.75,1425.75,5947.75,15650.25,3.0,13475.5,10869.0,10267.5,21598.0,0.4447,0.2966,70144.0,6.72,17.92,88.74099731445312,0,48543.0
2022-01-04 18:00:00,184.94,4699.0,1414.0,5992.25,15661.5,2.75,13483.5,10796.75,10148.0,21653.75,0.4465,0.2948,69828.25,6.35,17.8,88.74099731445312,0,48171.75
2022-01-04 19:00:00,178.99,4632.0,1406.0,6227.5,16058.75,2.0,13423.25,10625.5,9859.0,22286.25,0.4552,0.2908,68386.5,6.3,16.92,88.74099731445312,0,46098.25
2022-01-04 20:00:00,156.12,4469.25,1439.0,6547.25,15967.5,2.0,13458.25,10361.25,8615.75,22514.75,0.4671,0.2656,64660.25,6.02,15.75,88.74099731445312,0,42143.5
2022-01-04 21:00:00,140.92,4388.5,1409.5,6628.25,15698.75,2.0,13493.5,10218.0,7059.5,22327.0,0.4776,0.2294,61535.25,5.08,15.82,88.74099731445312,0,39206.25
2022-01-04 22:00:00,137.92,4328.75,1416.25,6806.5,15386.0,2.0,13590.0,9811.5,6783.75,22192.5,0.4807,0.2247,58600.0,4.85,15.22,88.74099731445312,0,36405.5
2022-01-04 23:00:00,97.56,4260.5,1431.5,7229.25,15511.0,2.0,13800.5,8848.0,6113.0,22740.25,0.4971,0.2125,55069.0,4.47,14.82,88.74099731445312,0,32326.75
2022-01-05 00:00:00,105.31,4173.0,1441.25,7183.75,16456.0,2.0,13673.25,7351.5,4317.0,23639.75,0.5358,0.1704,52440.0,4.15,14.88,88.74099731445312,0,28798.25
2022-01-05 01:00:00,97.29,4145.25,1427.25,7006.0,18295.25,2.0,12953.25,6348.0,4349.0,25301.25,0.5663,0.1839,50498.75,4.02,13.35,91.52200317382812,0,25195.5
2022-01-05 02:00:00,84.5,4127.5,1416.5,6658.5,20830.0,2.0,12043.5,5654.25,4320.0,27488.5,0.6001,0.1962,49587.25,3.22,14.85,91.52200317382812,0,22096.75
2022-01-05 03:00:00,75.38,4134.5,1419.25,6314.0,23332.75,2.0,11660.5,4359.5,4302.25,29646.75,0.634,0.2117,50585.25,3.4,16.45,91.52200317382812,0,20936.5
2022-01-05 04:00:00,79.11,4178.75,1393.0,6094.0,24859.0,3.0,12106.0,4598.0,4322.5,30953.0,0.6347,0.2056,52199.75,3.02,18.27,91.52200317382812,0,21243.75
2022-01-05 05:00:00,94.79,4190.5,1389.5,6109.75,26677.25,2.5,12349.75,6031.0,4757.0,32787.0,0.6238,0.2056,55493.25,2.75,16.45,91.52200317382812,0,22703.75
2022-01-05 06:00:00,99.16,4261.0,1410.75,5891.5,29323.5,2.5,13028.0,6842.5,4926.5,35215.0,0.6225,0.1987,61377.0,2.7,18.35,91.52200317382812,0,26159.5
2022-01-05 07:00:00,101.15,4450.75,1424.0,5821.5,31143.5,3.0,13482.25,7342.75,5358.5,36965.0,0.6207,0.2047,66948.5,2.72,19.23,91.52200317382812,0,29980.5
2022-01-05 08:00:00,129.56,4575.0,1475.0,5814.75,32527.0,145.75,12893.25,7357.5,5636.5,38341.75,0.6324,0.2177,70247.5,2.38,19.9,91.52200317382812,0,31760.0
2022-01-05 09:00:00,113.37,4584.75,1481.25,5854.0,33488.0,1294.5,12428.0,7176.25,5614.0,39342.0,0.6494,0.2226,71695.75,2.17,20.9,91.52200317382812,0,31059.25
2022-01-05 10:00:00,94.43,4484.25,1448.75,5868.25,34887.75,3451.75,11965.25,7235.75,5551.0,40756.0,0.6695,0.2243,72799.0,2.62,22.28,91.52200317382812,0,28591.25
2022-01-05 11:00:00,98.1,4427.75,1498.75,5861.0,35863.25,5281.5,12312.0,6804.75,5472.75,41724.25,0.6828,0.2226,74394.25,2.75,20.88,91.52200317382812,0,27388.5
2022-01-05 12:00:00,95.68,4364.0,1450.75,5876.5,36789.0,5979.5,12043.75,6244.25,5253.25,42665.5,0.6982,0.2232,74218.25,3.15,23.55,91.52200317382812,0,25573.25
2022-01-05 13:00:00,96.8,4358.0,1469.5,5835.25,37487.75,5049.0,11561.0,6112.75,5324.25,43323.0,0.7021,0.2315,73495.0,3.08,24.12,91.52200317382812,0,25123.0
2022-01-05 14:00:00,107.32,4388.25,1465.25,5259.0,37715.75,3118.5,11670.25,6661.75,5525.75,42974.75,0.6853,0.2316,72026.5,3.4,23.6,91.52200317382812,0,25933.25
2022-01-05 15:00:00,119.48,4450.75,1476.25,5187.5,36799.0,1104.5,11667.0,7353.0,5857.75,41986.5,0.6633,0.2355,71227.0,3.65,25.0,91.52200317382812,0,28136.0
2022-01-05 16:00:00,137.28,4570.25,1524.0,5064.0,35488.0,79.25,11550.25,7793.25,6561.25,40552.0,0.6433,0.2533,71845.5,3.38,23.28,91.52200317382812,0,31214.25
2022-01-05 17:00:00,148.09,4657.75,1458.75,5014.0,33849.0,3.25,11546.75,7961.75,6888.25,38863.0,0.6302,0.261,73821.75,2.92,21.92,91.52200317382812,0,34955.5
2022-01-05 18:00:00,139.88,4649.0,1446.25,4872.0,33499.75,2.5,11761.0,7967.5,6667.0,38371.75,0.6275,0.2526,73405.25,2.78,20.02,91.52200317382812,0,35031.0
2022-01-05 19:00:00,135.75,4605.5,1443.75,5034.0,32596.5,2.0,11841.25,7698.5,6291.75,37630.5,0.6284,0.2436,71413.75,2.75,19.82,91.52200317382812,0,33781.25
2022-01-05 20:00:00,119.93,4476.25,1464.0,5113.5,30850.75,2.0,11978.75,6669.0,5528.25,35964.25,0.6342,0.2287,67465.5,2.4,18.82,91.52200317382812,0,31499.25
2022-01-05 21:00:00,98.09,4367.5,1444.25,5117.0,28909.25,2.25,11932.5,6287.0,5074.25,34026.25,0.631,0.2178,64119.0,2.58,20.0,91.52200317382812,0,30090.5
2022-01-05 22:00:00,118.71,4318.5,1445.5,5380.5,26899.75,3.0,12359.75,6329.75,4767.25,32280.25,0.6186,0.2032,60974.25,2.68,19.45,91.52200317382812,0,28691.0
2022-01-05 23:00:00,99.68,4266.0,1428.25,5509.0,25567.5,2.0,12165.5,5533.5,4543.5,31076.5,0.6231,0.2043,57447.75,2.5,18.62,91.52200317382812,0,26369.25
2022-01-06 00:00:00,99.85,4207.75,1440.75,5381.0,24223.5,2.0,11949.0,4695.0,4340.25,29604.5,0.6269,0.2068,54764.5,2.25,17.77,91.52200317382812,0,25158.0
2022-01-06 01:00:00,101.32,4203.5,1445.25,5640.5,21924.25,2.0,11958.25,5358.75,4553.25,27564.75,0.603,0.2082,53627.0,1.82,16.02,96.5019989013672,0,26060.25
2022-01-06 02:00:00,110.01,4190.5,1408.75,6329.75,19651.5,2.0,11852.0,7160.75,4924.0,25981.25,0.5689,0.2057,52556.0,1.48,16.18,96.5019989013672,0,26572.75
2022-01-06 03:00:00,111.55,4189.5,1479.5,6484.5,17107.25,2.0,11775.0,7774.0,5136.5,23591.75,0.5424,0.2081,52062.0,1.02,15.42,96.5019989013672,0,28468.25
2022-01-06 04:00:00,123.37,4214.0,1412.75,5704.75,15855.0,2.0,11657.5,9193.75,5518.5,21559.75,0.5076,0.2093,52685.25,0.48,15.4,96.5019989013672,0,31123.5
2022-01-06 05:00:00,149.94,4258.75,1394.25,4418.25,15098.75,2.0,11847.5,10071.25,6102.5,19517.0,0.4732,0.2178,54316.75,0.23,14.82,96.5019989013672,0,34797.75
2022-01-06 06:00:00,185.92,4387.25,1414.0,3255.5,13765.5,2.0,12197.0,11125.75,7298.75,17021.0,0.4271,0.2384,57963.5,-0.1,13.85,96.5019989013672,0,40940.5
2022-01-06 07:00:00,228.25,4584.0,1439.25,2335.75,11850.75,3.25,12013.0,12087.5,9296.5,14186.5,0.377,0.2784,62352.0,-0.45,12.65,96.5019989013672,0,48162.25
2022-01-06 08:00:00,228.92,4640.0,1614.75,1563.25,10381.75,291.75,11646.75,12662.0,10215.25,11945.0,0.3488,0.2959,64526.5,-0.75,12.52,96.5019989013672,0,52289.75
2022-01-06 09:00:00,212.9,4660.5,1662.5,987.0,8805.5,2690.5,11864.25,12242.0,10274.25,9792.5,0.3536,0.2988,65555.25,-0.52,12.45,96.5019989013672,0,53072.25
2022-01-06 10:00:00,215.5,4660.0,1449.5,719.25,7189.5,6390.5,12007.25,11707.0,10234.0,7908.75,0.3755,0.3015,66025.25,0.77,13.68,96.5019989013672,0,51726.0
2022-01-06 11:00:00,231.9,4582.75,1424.5,611.25,5955.25,9568.0,11932.25,11620.25,10111.0,6566.5,0.3968,0.3004,66573.5,1.65,13.15,96.5019989013672,0,50439.0
2022-01-06 12:00:00,226.0,4471.5,1429.0,845.25,5054.75,10868.75,12009.5,11669.5,9939.0,5900.0,0.4027,0.2956,65925.25,2.4,12.18,96.5019989013672,0,49156.5
2022-01-06 13:00:00,209.2,4452.25,1411.25,1418.25,4392.0,9937.5,12085.75,11509.75,9890.5,5810.25,0.3922,0.2954,64509.75,3.2,11.9,96.5019989013672,0,48762.0
2022-01-06 14:00:00,216.06,4446.75,1437.0,1747.5,3767.75,6808.25,12088.0,11607.25,10152.0,5515.25,0.3498,0.2999,63136.0,3.5,10.73,96.5019989013672,0,50812.5
2022-01-06 15:00:00,230.77,4520.25,1444.5,2118.0,3646.25,2544.25,12351.25,11846.0,10286.75,5764.25,0.2927,0.2983,62669.25,3.18,8.6,96.5019989013672,0,54360.75
2022-01-06 16:00:00,245.95,4661.25,1389.5,2806.0,5172.75,153.25,12482.5,11904.5,10370.0,7978.75,0.2898,0.2984,63913.75,1.2,7.35,96.5019989013672,0,55781.75
2022-01-06 17:00:00,274.11,4703.5,1394.25,4332.75,7652.25,3.0,12634.5,11795.5,10385.25,11985.0,0.3419,0.2983,67678.25,-0.63,8.75,96.5019989013672,0,55690.25
2022-01-06 18:00:00,273.44,4696.0,1405.25,4782.25,10552.25,3.0,12658.25,11608.0,10168.75,15334.5,0.3837,0.2953,68116.25,-1.27,8.93,96.5019989013672,0,52778.75
