datetime,biomass_mwh,hydro_mwh,wind_offshore_mwh,wind_onshore_mwh,solar_mwh,lignite_mwh,hard_coal_mwh,gas_gen_mwh,wind_total_mwh,renewable_ratio,gas_share_thermal
2022-01-01 00:00:00,4232.5,1465.75,5975.5,25570.25,2.0,3562.0,2039.25,3491.5,31545.75,0.8038,0.384
2022-01-01 01:00:00,4220.0,1518.0,5775.25,24318.25,2.0,3546.75,2049.75,3406.75,30093.5,0.7992,0.3784
2022-01-01 02:00:00,4222.5,1468.0,5548.0,23169.5,2.0,3495.0,2033.25,3401.5,28717.5,0.794,0.3809
2022-01-01 03:00:00,4227.5,1452.75,5382.75,22092.5,2.0,3504.75,2023.75,3406.75,27475.25,0.7877,0.3813
2022-01-01 04:00:00,4231.5,1498.0,5586.5,20607.0,2.0,3537.5,2013.25,3421.5,26193.5,0.7806,0.3813
2022-01-01 05:00:00,4244.25,1478.5,4531.25,19575.25,2.0,3767.0,2014.0,3412.5,24106.5,0.7644,0.3712
2022-01-01 06:00:00,4293.0,1439.5,4514.75,19274.5,2.0,3876.25,2031.25,3409.5,23789.25,0.7601,0.3659
2022-01-01 07:00:00,4367.25,1441.0,4850.0,18045.5,2.0,3869.5,2361.5,3431.75,22895.5,0.7482,0.3552
2022-01-01 08:00:00,4487.75,1459.75,4172.0,16691.75,224.0,3981.75,2448.75,3568.0,20863.75,0.73,0.3569
2022-01-01 09:00:00,4529.75,1457.75,4214.0,15714.75,1804.0,4209.5,2461.5,3489.25,19928.75,0.7318,0.3434
2022-01-01 10:00:00,4537.5,1458.25,4051.0,14022.5,4115.0,4374.25,2444.0,3610.75,18073.5,0.7299,0.3462
2022-01-01 11:00:00,4503.75,1471.75,4265.0,11941.25,6355.0,4423.75,2527.0,3624.25,16206.25,0.7296,0.3427
2022-01-01 12:00:00,4449.25,1453.0,4995.0,10392.75,7443.0,4503.5,2722.5,3617.5,15387.75,0.726,0.3336
2022-01-01 13:00:00,4399.0,1464.25,5527.5,8996.25,6584.25,4239.75,2748.75,3508.25,14523.75,0.7198,0.3342
2022-01-01 14:00:00,4414.5,1499.75,5889.25,8393.5,4392.5,4907.25,2930.0,3602.0,14282.75,0.6825,0.3149
2022-01-01 15:00:00,4473.75,1500.25,6038.25,8809.0,1668.75,6367.5,3328.25,3616.75,14847.25,0.6282,0.2717
2022-01-01 16:00:00,4584.5,1439.75,6106.5,10675.25,133.25,7041.5,3810.5,3551.25,16781.75,0.6143,0.2466
2022-01-01 17:00:00,4628.5,1440.0,6080.0,12983.75,2.25,7377.75,4024.25,3513.0,19063.75,0.6276,0.2355
2022-01-01 18:00:00,4659.25,1433.5,6048.5,15087.75,2.0,7576.0,4177.25,3513.0,21136.25,0.6408,0.2301
2022-01-01 19:00:00,4607.75,1427.0,6086.0,17047.0,2.0,7200.5,3973.25,3565.25,23133.0,0.6643,0.2419
2022-01-01 20:00:00,4491.25,1440.0,6232.5,18047.25,2.0,6287.0,3575.5,3670.0,24279.75,0.6907,0.2712
2022-01-01 21:00:00,4392.5,1439.0,6473.25,18560.0,2.0,5657.25,3131.75,3582.5,25033.25,0.7139,0.2896
2022-01-01 22:00:00,4337.75,1502.0,6743.25,18650.25,2.0,5691.0,2623.75,3558.5,25393.5,0.7246,0.2997
2022-01-01 23:00:00,4287.25,1435.0,6932.75,18907.75,2.0,4544.5,2437.5,3492.0,25840.5,0.7508,0.3334
2022-01-02 00:00:00,4223.25,1418.75,6943.5,18965.0,2.0,3648.0,2268.0,3480.5,25908.5,0.7705,0.3704
2022-01-02 01:00:00,4227.0,1448.5,6835.0,18795.0,2.0,3666.25,2211.5,3443.5,25630.0,0.7706,0.3694
2022-01-02 02:00:00,4234.5,1497.25,6783.75,18018.25,2.0,3520.5,2192.25,3439.75,24802.0,0.7694,0.3758
2022-01-02 03:00:00,4234.25,1504.75,6274.25,18982.25,2.0,3457.5,2195.0,3446.0,25256.5,0.7731,0.3787
2022-01-02 04:00:00,4247.25,1507.25,6037.25,18102.0,2.0,3459.0,2215.5,3406.5,24139.25,0.767,0.3751
2022-01-02 05:00:00,4259.0,1500.5,6314.0,18176.5,2.0,3468.25,2207.0,3438.0,24490.5,0.7685,0.3773
2022-01-02 06:00:00,4315.25,1429.5,6000.5,19031.0,2.0,3451.25,2225.75,3472.0,25031.5,0.7709,0.3795
2022-01-02 07:00:00,4384.5,1395.25,5377.0,20611.25,2.5,3469.25,2234.25,3514.25,25988.25,0.7751,0.3812
2022-01-02 08:00:00,4477.25,1402.75,5620.75,22654.5,337.0,3616.0,2071.75,3596.25,28275.25,0.7879,0.3874
2022-01-02 09:00:00,4533.75,1402.0,5098.5,23604.0,1959.5,3610.5,2116.5,3526.0,28702.5,0.7982,0.3811
2022-01-02 10:00:00,4556.25,1413.25,5430.5,24892.0,3959.25,3578.75,2189.0,3510.0,30322.5,0.8127,0.3783
2022-01-02 11:00:00,4530.5,1408.25,6116.25,26543.25,5160.75,3479.5,2202.0,3458.5,32659.5,0.8272,0.3784
2022-01-02 12:00:00,4421.25,1438.75,6329.0,28824.25,5033.5,3524.75,2222.25,3492.5,35153.25,0.8329,0.378
2022-01-02 13:00:00,4370.5,1405.0,5981.25,30427.5,3810.0,3494.25,2217.0,3512.75,36408.75,0.833,0.3808
2022-01-02 14:00:00,4354.75,1412.25,5680.5,32024.0,2601.0,3502.5,2189.0,3464.5,37704.5,0.8342,0.3784
2022-01-02 15:00:00,4377.25,1411.0,5827.5,33516.75,1024.5,3485.25,2283.5,3445.5,39344.25,0.8336,0.3739
2022-01-02 16:00:00,4461.75,1462.0,6303.0,34516.0,55.25,3493.75,2347.5,3424.25,40819.0,0.8347,0.3696
2022-01-02 17:00:00,4549.0,1392.5,6361.25,35780.5,3.0,3664.5,2432.25,3379.0,42141.75,0.8354,0.3566
2022-01-02 18:00:00,4592.75,1441.75,6539.25,36095.75,2.0,3665.75,2402.0,3418.25,42635.0,0.8369,0.3603
2022-01-02 19:00:00,4586.75,1497.5,6732.75,34832.0,1.75,3582.0,2385.0,3396.75,41564.75,0.8358,0.3628
2022-01-02 20:00:00,4540.75,1454.5,6952.75,33834.0,2.0,3597.75,2325.75,3424.25,40786.75,0.8335,0.3663
2022-01-02 21:00:00,4438.5,1407.75,6680.5,32480.5,2.0,3512.25,2219.75,3352.5,39161.0,0.8321,0.369
2022-01-02 22:00:00,4369.75,1409.25,6037.0,30518.5,2.0,3511.0,2184.0,3436.0,36555.5,0.8226,0.3763
2022-01-02 23:00:00,4293.5,1379.0,5969.0,29805.5,2.0,3524.5,2143.0,3299.25,35774.5,0.8221,0.3679
2022-01-03 00:00:00,4203.5,1405.25,6254.0,28591.25,2.0,3676.5,2093.75,3478.5,34845.25,0.8139,0.3761
2022-01-03 01:00:00,4184.5,1445.0,6047.75,26610.0,2.0,3977.75,2059.0,3371.25,32657.75,0.8028,0.3583
2022-01-03 02:00:00,4175.5,1485.75,5705.0,26360.5,2.0,3858.5,2024.5,3421.25,32065.5,0.8022,0.3677
2022-01-03 03:00:00,4150.0,1456.5,5713.5,25569.25,2.0,3870.75,2028.25,3448.75,31282.75,0.7978,0.3689
2022-01-03 04:00:00,4180.25,1493.5,5781.0,27108.0,2.0,4013.75,2051.5,3424.25,32889.0,0.8025,0.3608
2022-01-03 05:00:00,4239.0,1439.75,6091.75,30921.25,1.25,4303.75,2220.0,3504.5,37013.0,0.8098,0.3495
2022-01-03 06:00:00,4285.25,1426.5,6177.25,36087.0,1.25,5047.0,2576.75,3906.5,42264.25,0.8062,0.3388
2022-01-03 07:00:00,4446.75,1469.25,6058.0,37615.75,2.0,5755.75,3092.75,4751.75,43673.75,0.7848,0.3494
2022-01-03 08:00:00,4565.5,1453.5,6060.75,36623.25,148.0,7212.0,3505.25,5326.5,42684.0,0.7528,0.332
2022-01-03 09:00:00,4569.0,1427.5,6024.0,35976.5,1449.0,8444.5,3557.5,5389.0,42000.5,0.7398,0.3099
2022-01-03 10:00:00,4510.75,1413.75,5656.25,36100.75,3310.75,8962.25,3581.5,5559.25,41757.0,0.738,0.3071
2022-01-03 11:00:00,4467.0,1410.5,5643.5,36778.25,4541.0,8986.75,3578.0,5432.75,42421.75,0.7459,0.3019
2022-01-03 12:00:00,4412.5,1425.5,5631.0,36692.5,4773.0,9073.25,3433.75,5337.25,42323.5,0.7479,0.2991
2022-01-03 13:00:00,4405.75,1388.5,5638.25,35980.5,3789.5,9301.25,3332.25,5450.75,41618.75,0.739,0.3014
2022-01-03 14:00:00,4448.5,1415.0,5646.25,34870.0,2535.25,9777.75,3335.0,5429.5,40516.25,0.7251,0.2928
2022-01-03 15:00:00,4525.5,1405.25,5651.5,33277.25,907.25,10824.0,3459.75,5435.5,38928.75,0.6989,0.2756
2022-01-03 16:00:00,4654.25,1376.5,5656.5,32903.75,44.75,11331.0,4063.5,5566.0,38560.25,0.6805,0.2655
2022-01-03 17:00:00,4710.25,1384.5,5601.5,32372.25,3.0,11398.25,4330.25,5806.5,37973.75,0.6718,0.2696
2022-01-03 18:00:00,4719.0,1451.5,5447.0,32522.75,2.0,11579.75,4414.5,5747.75,37969.75,0.67,0.2644
2022-01-03 19:00:00,4680.25,1462.5,5455.25,30988.0,2.0,11833.75,4280.0,5573.25,36443.25,0.6626,0.257
2022-01-03 20:00:00,4590.5,1453.5,5157.25,29027.75,2.0,12061.75,4415.5,5314.5,34185.0,0.6486,0.2439
2022-01-03 21:00:00,4417.5,1478.0,5132.25,27448.25,2.0,11859.5,4558.0,5348.5,32580.5,0.6387,0.2457
2022-01-03 22:00:00,4337.25,1399.25,5479.0,24929.75,2.0,11796.0,4848.5,4993.0,30408.75,0.6255,0.2308
2022-01-03 23:00:00,4276.75,1390.75,5342.0,23001.5,2.0,11849.5,4684.75,4777.25,28343.5,0.6148,0.2242
2022-01-04 00:00:00,4258.75,1462.5,5306.5,21407.75,2.0,12531.0,4601.0,4501.25,26714.25,0.5999,0.2081
2022-01-04 01:00:00,4267.75,1543.75,4863.5,20274.25,2.0,12376.0,4466.0,4436.5,25137.75,0.5926,0.2085
2022-01-04 02:00:00,4250.0,1557.25,3962.0,18928.0,2.0,11923.25,3978.5,4351.25,22890.0,0.5863,0.2148
2022-01-04 03:00:00,4250.25,1537.0,3435.0,17733.5,2.0,11989.75,4274.5,4493.5,21168.5,0.565,0.2165
2022-01-04 04:00:00,4280.25,1486.0,2651.25,16291.75,2.0,12508.25,5033.75,4838.0,18943.0,0.5248,0.2162
2022-01-04 05:00:00,4318.25,1382.25,2512.0,15201.0,2.0,12573.75,6423.25,5390.75,17713.0,0.4898,0.221
2022-01-04 06:00:00,4411.5,1409.25,3088.0,14214.0,2.0,12898.0,8477.75,6902.25,17302.0,0.4499,0.2441
2022-01-04 07:00:00,4598.25,1602.25,3319.0,13310.75,4.0,12879.0,10331.5,7974.25,16629.75,0.4227,0.2557
2022-01-04 08:00:00,4706.0,1544.75,3250.75,12608.5,54.5,12950.5,10766.25,9279.25,15859.25,0.4018,0.2812
2022-01-04 09:00:00,4720.25,1492.75,2818.0,11926.25,493.75,12957.0,11213.5,9914.5,14744.25,0.3863,0.2909
2022-01-04 10:00:00,4690.0,1487.75,3544.0,11819.75,1182.5,12978.0,11422.25,10014.75,15363.75,0.3977,0.291
2022-01-04 11:00:00,4647.5,1448.0,3506.75,12104.25,1853.25,13070.75,11597.0,10012.25,15611.0,0.4045,0.2887
2022-01-04 12:00:00,4585.0,1503.75,4554.75,12056.5,2340.5,13233.0,11693.5,9894.5,16611.25,0.4183,0.2842
2022-01-04 13:00:00,4530.0,1432.75,5440.75,12366.5,2297.0,13275.0,11541.75,9895.75,17807.25,0.4289,0.2851
2022-01-04 14:00:00,4493.5,1543.5,5559.5,13093.5,1225.25,13330.0,10992.25,9973.5,18653.0,0.4304,0.2908
2022-01-04 15:00:00,4520.75,1485.75,6139.0,13767.5,407.25,13466.75,10708.0,9963.25,19906.5,0.4353,0.2919
2022-01-04 16:00:00,4603.5,1458.5,6094.0,14701.75,19.5,13457.75,10776.75,10056.75,20795.75,0.4394,0.2933
2022-01-04 17:00:00,4690.75,1425.75,5947.75,15650.25,3.0,13475.5,10869.0,10267.5,21598.0,0.4447,0.2966
2022-01-04 18:00:00,4699.0,1414.0,5992.25,15661.5,2.75,13483.5,10796.75,10148.0,21653.75,0.4465,0.2948
2022-01-04 19:00:00,4632.0,1406.0,6227.5,16058.75,2.0,13423.25,10625.5,9859.0,22286.25,0.4552,0.2908
2022-01-04 20:00:00,4469.25,1439.0,6547.25,15967.5,2.0,13458.25,10361.25,8615.75,22514.75,0.4671,0.2656
2022-01-04 21:00:00,4388.5,1409.5,6628.25,15698.75,2.0,13493.5,10218.0,7059.5,22327.0,0.4776,0.2294
2022-01-04 22:00:00,4328.75,1416.25,6806.5,15386.0,2.0,13590.0,9811.5,6783.75,22192.5,0.4807,0.2247
2022-01-04 23:00:00,4260.5,1431.5,7229.25,15511.0,2.0,13800.5,8848.0,6113.0,22740.25,0.4971,0.2125
2022-01-05 00:00:00,4173.0,1441.25,7183.75,16456.0,2.0,13673.25,7351.5,4317.0,23639.75,0.5358,0.1704
2022-01-05 01:00:00,4145.25,1427.25,7006.0,18295.25,2.0,12953.25,6348.0,4349.0,25301.25,0.5663,0.1839
2022-01-05 02:00:00,4127.5,1416.5,6658.5,20830.0,2.0,12043.5,5654.25,4320.0,27488.5,0.6001,0.1962
2022-01-05 03:00:00,4134.5,1419.25,6314.0,23332.75,2.0,11660.5,4359.5,4302.25,29646.75,0.634,0.2117
2022-01-05 04:00:00,4178.75,1393.0,6094.0,24859.0,3.0,12106.0,4598.0,4322.5,30953.0,0.6347,0.2056
2022-01-05 05:00:00,4190.5,1389.5,6109.75,26677.25,2.5,12349.75,6031.0,4757.0,32787.0,0.6238,0.2056
2022-01-05 06:00:00,4261.0,1410.75,5891.5,29323.5,2.5,13028.0,6842.5,4926.5,35215.0,0.6225,0.1987
2022-01-05 07:00:00,4450.75,1424.0,5821.5,31143.5,3.0,13482.25,7342.75,5358.5,36965.0,0.6207,0.2047
2022-01-05 08:00:00,4575.0,1475.0,5814.75,32527.0,145.75,12893.25,7357.5,5636.5,38341.75,0.6324,0.2177
2022-01-05 09:00:00,4584.75,1481.25,5854.0,33488.0,1294.5,12428.0,7176.25,5614.0,39342.0,0.6494,0.2226
2022-01-05 10:00:00,4484.25,1448.75,5868.25,34887.75,3451.75,11965.25,7235.75,5551.0,40756.0,0.6695,0.2243
2022-01-05 11:00:00,4427.75,1498.75,5861.0,35863.25,5281.5,12312.0,6804.75,5472.75,41724.25,0.6828,0.2226
2022-01-05 12:00:00,4364.0,1450.75,5876.5,36789.0,5979.5,12043.75,6244.25,5253.25,42665.5,0.6982,0.2232
2022-01-05 13:00:00,4358.0,1469.5,5835.25,37487.75,5049.0,11561.0,6112.75,5324.25,43323.0,0.7021,0.2315
2022-01-05 14:00:00,4388.25,1465.25,5259.0,37715.75,3118.5,11670.25,6661.75,5525.75,42974.75,0.6853,0.2316
2022-01-05 15:00:00,4450.75,1476.25,5187.5,36799.0,1104.5,11667.0,7353.0,5857.75,41986.5,0.6633,0.2355
2022-01-05 16:00:00,4570.25,1524.0,5064.0,35488.0,79.25,11550.25,7793.25,6561.25,40552.0,0.6433,0.2533
2022-01-05 17:00:00,4657.75,1458.75,5014.0,33849.0,3.25,11546.75,7961.75,6888.25,38863.0,0.6302,0.261
2022-01-05 18:00:00,4649.0,1446.25,4872.0,33499.75,2.5,11761.0,7967.5,6667.0,38371.75,0.6275,0.2526
2022-01-05 19:00:00,4605.5,1443.75,5034.0,32596.5,2.0,11841.25,7698.5,6291.75,37630.5,0.6284,0.2436
2022-01-05 20:00:00,4476.25,1464.0,5113.5,30850.75,2.0,11978.75,6669.0,5528.25,35964.25,0.6342,0.2287
2022-01-05 21:00:00,4367.5,1444.25,5117.0,28909.25,2.25,11932.5,6287.0,5074.25,34026.25,0.631,0.2178
2022-01-05 22:00:00,4318.5,1445.5,5380.5,26899.75,3.0,12359.75,6329.75,4767.25,32280.25,0.6186,0.2032
2022-01-05 23:00:00,4266.0,1428.25,5509.0,25567.5,2.0,12165.5,5533.5,4543.5,31076.5,0.6231,0.2043
2022-01-06 00:00:00,4207.75,1440.75,5381.0,24223.5,2.0,11949.0,4695.0,4340.25,29604.5,0.6269,0.2068
2022-01-06 01:00:00,4203.5,1445.25,5640.5,21924.25,2.0,11958.25,5358.75,4553.25,27564.75,0.603,0.2082
2022-01-06 02:00:00,4190.5,1408.75,6329.75,19651.5,2.0,11852.0,7160.75,4924.0,25981.25,0.5689,0.2057
2022-01-06 03:00:00,4189.5,1479.5,6484.5,17107.25,2.0,11775.0,7774.0,5136.5,23591.75,0.5424,0.2081
2022-01-06 04:00:00,4214.0,1412.75,5704.75,15855.0,2.0,11657.5,9193.75,5518.5,21559.75,0.5076,0.2093
2022-01-06 05:00:00,4258.75,1394.25,4418.25,15098.75,2.0,11847.5,10071.25,6102.5,19517.0,0.4732,0.2178
2022-01-06 06:00:00,4387.25,1414.0,3255.5,13765.5,2.0,12197.0,11125.75,7298.75,17021.0,0.4271,0.2384
2022-01-06 07:00:00,4584.0,1439.25,2335.75,11850.75,3.25,12013.0,12087.5,9296.5,14186.5,0.377,0.2784
2022-01-06 08:00:00,4640.0,1614.75,1563.25,10381.75,291.75,11646.75,12662.0,10215.25,11945.0,0.3488,0.2959
2022-01-06 09:00:00,4660.5,1662.5,987.0,8805.5,2690.5,11864.25,12242.0,10274.25,9792.5,0.3536,0.2988
2022-01-06 10:00:00,4660.0,1449.5,719.25,7189.5,6390.5,12007.25,11707.0,10234.0,7908.75,0.3755,0.3015
2022-01-06 11:00:00,4582.75,1424.5,611.25,5955.25,9568.0,11932.25,11620.25,10111.0,6566.5,0.3968,0.3004
2022-01-06 12:00:00,4471.5,1429.0,845.25,5054.75,10868.75,12009.5,11669.5,9939.0,5900.0,0.4027,0.2956
2022-01-06 13:00:00,4452.25,1411.25,1418.25,4392.0,9937.5,12085.75,11509.75,9890.5,5810.25,0.3922,0.2954
2022-01-06 14:00:00,4446.75,1437.0,1747.5,3767.75,6808.25,12088.0,11607.25,10152.0,5515.25,0.3498,0.2999
2022-01-06 15:00:00,4520.25,1444.5,2118.0,3646.25,2544.25,12351.25,11846.0,10286.75,5764.25,0.2927,0.2983
2022-01-06 16:00:00,4661.25,1389.5,2806.0,5172.75,153.25,12482.5,11904.5,10370.0,7978.75,0.2898,0.2984
2022-01-06 17:00:00,4703.5,1394.25,4332.75,7652.25,3.0,12634.5,11795.5,10385.25,11985.0,0.3419,0.2983
2022-01-06 18:00:00,4696.0,1405.25,4782.25,10552.25,3.0,12658.25,11608.0,10168.75,15334.5,0.3837,0.2953
2022-01-06 19:00:00,4625.75,1457.75,5649.5,13090.0,3.0,12726.5,11074.5,9938.5,18739.5,0.4239,0.2946
2022-01-06 20:00:00,4479.75,1434.0,6449.75,15069.5,3.0,12688.0,10277.25,8865.25,21519.25,0.4629,0.2785
2022-01-06 21:00:00,4423.5,1416.5,6252.25,16688.0,2.75,12741.0,9072.75,7442.25,22940.25,0.4959,0.2544
2022-01-06 22:00:00,4371.5,1388.5,6041.75,17237.75,3.0,12705.0,9029.75,6769.0,23279.5,0.5047,0.2375
2022-01-06 23:00:00,4338.0,1369.0,6027.0,18166.0,3.0,12676.0,8672.25,6205.0,24193.0,0.5204,0.2252
2022-01-07 00:00:00,4283.25,1399.75,6077.75,19099.75,3.0,12980.5,7832.0,4965.5,25177.5,0.5449,0.1926
2022-01-07 01:00:00,4267.75,1403.0,6086.0,20080.75,2.75,13180.75,6698.5,4716.25,26166.75,0.5642,0.1918
2022-01-07 02:00:00,4253.75,1409.75,6061.25,21494.75,2.5,12641.75,6757.25,4677.0,27556.0,0.5798,0.1943
2022-01-07 03:00:00,4246.25,1390.25,6054.75,22697.25,2.5,12317.75,6522.5,4713.25,28752.0,0.5935,0.2001
2022-01-07 04:00:00,4266.75,1483.25,6203.0,23196.5,2.25,12559.5,6739.25,4660.75,29399.5,0.5947,0.1945
2022-01-07 05:00:00,4293.25,1422.0,6217.75,23980.5,2.0,13107.5,7825.75,5073.0,30198.25,0.58,0.1951
2022-01-07 06:00:00,4380.25,1430.5,6454.5,25958.25,2.0,13175.25,9577.5,6123.0,32412.75,0.5697,0.212
2022-01-07 07:00:00,4527.5,1422.0,6498.0,27174.5,2.75,13220.25,10017.0,7117.25,33672.5,0.5662,0.2345
2022-01-07 08:00:00,4622.0,1448.0,6500.75,27391.0,212.0,13664.0,9981.0,7455.75,33891.75,0.5636,0.2397
2022-01-07 09:00:00,4619.5,1438.75,6721.0,26333.5,1306.0,13988.25,10183.25,7381.25,33054.5,0.5616,0.2339
2022-01-07 10:00:00,4606.0,1447.25,6860.75,25361.25,2609.0,14093.0,10114.5,7410.5,32222.0,0.5639,0.2344
2022-01-07 11:00:00,4591.25,1446.0,6891.5,24591.75,3610.75,14224.5,10184.5,7445.25,31483.25,0.5636,0.2337
2022-01-07 12:00:00,4524.25,1454.0,6867.5,23157.5,3891.5,14461.25,10229.5,7507.25,30025.0,0.5534,0.2332
2022-01-07 13:00:00,4501.0,1461.5,6780.25,22280.75,3019.25,14327.25,10435.25,7769.75,29061.0,0.539,0.2388
2022-01-07 14:00:00,4511.5,1480.0,6537.25,20941.0,1678.5,14419.75,10462.25,7459.5,27478.25,0.5208,0.2306
2022-01-07 15:00:00,4584.75,1411.25,6554.0,19442.75,596.75,14480.5,10636.25,7374.25,25996.75,0.5008,0.227
2022-01-07 16:00:00,4711.0,1456.5,5951.75,19269.0,39.25,14094.25,10959.25,7534.25,25220.75,0.4909,0.2312
2022-01-07 17:00:00,4765.75,1509.0,5407.0,19622.75,3.75,13727.75,11156.5,7717.75,25029.75,0.4899,0.2367
2022-01-07 18:00:00,4771.5,1418.0,4535.75,19184.0,3.0,13640.0,11189.25,7904.25,23719.75,0.4775,0.2415
2022-01-07 19:00:00,4736.0,1409.25,4479.75,18424.75,3.0,13377.25,11138.5,7783.0,22904.5,0.4735,0.241
2022-01-07 20:00:00,4609.25,1375.0,4269.0,18063.25,3.0,13390.25,10872.5,7037.0,22332.25,0.475,0.2248
2022-01-07 21:00:00,4464.25,1370.5,3776.75,17735.75,2.75,13692.5,10667.75,6882.75,21512.5,0.4668,0.2203
2022-01-07 22:00:00,4347.0,1351.75,3787.0,16571.0,2.0,13703.25,10275.25,6603.0,20358.0,0.4601,0.2159
2022-01-07 23:00:00,4308.75,1354.5,3362.75,15584.75,2.0,13474.75,9367.5,6012.75,18947.5,0.4603,0.2084
2022-01-08 00:00:00,4276.75,1336.75,3585.25,14958.0,2.25,13227.75,9515.5,5534.0,18543.25,0.4607,0.1957
2022-01-08 01:00:00,4265.0,1339.0,3666.25,14173.25,2.0,13043.25,9742.5,5590.75,17839.5,0.4524,0.197
2022-01-08 02:00:00,4262.5,1336.5,3769.25,13622.0,2.0,12906.25,9907.0,5543.75,17391.25,0.4478,0.1955
2022-01-08 03:00:00,4247.5,1341.5,3704.75,13545.75,2.0,12980.5,9460.5,5679.5,17250.5,0.4482,0.202
2022-01-08 04:00:00,4258.75,1381.75,3173.75,13014.5,2.0,13048.5,9594.0,5808.5,16188.25,0.4342,0.2042
2022-01-08 05:00:00,4286.0,1362.0,3627.0,12966.75,2.0,12971.25,9871.75,5896.25,16593.75,0.4363,0.2052
2022-01-08 06:00:00,4348.75,1372.75,3874.75,13074.25,2.0,13034.0,10094.75,6020.0,16949.0,0.4375,0.2065
2022-01-08 07:00:00,4486.25,1369.0,3811.0,13237.0,2.5,13024.25,10176.0,6197.0,17048.0,0.4379,0.2108
2022-01-08 08:00:00,4640.25,1384.5,3996.25,14330.75,91.0,12863.25,10763.75,6142.0,18327.0,0.4509,0.2063
2022-01-08 09:00:00,4653.5,1416.0,4416.5,14266.5,991.25,12945.5,10817.5,6153.25,18683.0,0.4625,0.2057
2022-01-08 10:00:00,4655.0,1450.0,4773.5,14050.75,2499.5,12449.25,10848.5,6114.75,18824.25,0.4826,0.2079
2022-01-08 11:00:00,4611.0,1359.5,5678.5,13904.75,4143.0,12664.5,10649.5,6162.25,19583.25,0.5019,0.2091
2022-01-08 12:00:00,4511.5,1348.0,6572.0,14395.5,4991.0,12823.0,10407.75,6077.0,20967.5,0.5205,0.2074
2022-01-08 13:00:00,4453.0,1400.75,6901.75,16350.5,4524.75,12748.5,10249.25,6020.75,23252.25,0.5368,0.2075
2022-01-08 14:00:00,4379.5,1338.5,7058.75,17858.0,3324.25,12837.5,9802.0,6097.25,24916.75,0.5416,0.2122
2022-01-08 15:00:00,4425.75,1355.5,7158.5,19023.5,1303.0,12919.25,9774.75,5970.25,26182.0,0.5372,0.2083
2022-01-08 16:00:00,4493.25,1325.0,7153.25,21777.75,85.25,12802.5,9655.0,5913.5,28931.0,0.5511,0.2084
2022-01-08 17:00:00,4580.5,1372.75,6884.75,24711.75,4.0,12656.25,9469.25,5938.0,31596.5,0.5723,0.2116
2022-01-08 18:00:00,4608.0,1327.75,6493.0,27394.25,3.5,12632.25,9093.25,5752.5,33887.25,0.5917,0.2093
2022-01-08 19:00:00,4570.0,1323.75,6075.0,29512.75,3.0,11950.5,7957.25,5441.75,35587.75,0.6207,0.2147
2022-01-08 20:00:00,4466.5,1324.0,6225.5,30592.0,3.0,11248.0,6181.0,4993.25,36817.5,0.6552,0.2227
2022-01-08 21:00:00,4400.75,1312.5,6069.0,31515.0,3.0,10808.25,5186.0,4554.0,37584.0,0.6782,0.2216
2022-01-08 22:00:00,4329.25,1340.5,5898.0,31071.25,2.5,10739.25,4844.25,4420.5,36969.25,0.6807,0.221
2022-01-08 23:00:00,4295.0,1378.0,5753.0,30838.5,2.0,9363.75,4348.5,4242.25,36591.5,0.7019,0.2363
2022-01-09 00:00:00,4273.25,1426.25,5560.25,30191.25,2.0,8450.5,3940.0,4101.75,35751.5,0.7154,0.2487
2022-01-09 01:00:00,4246.75,1430.0,5332.75,28946.25,2.0,8156.5,3759.5,4027.75,34279.0,0.7148,0.2526
2022-01-09 02:00:00,4229.5,1472.75,4562.25,27538.75,2.75,7364.5,3572.25,3966.5,32101.0,0.7173,0.2662
2022-01-09 03:00:00,4230.25,1435.75,4505.25,26535.25,2.25,6837.75,3427.5,3928.0,31040.5,0.7212,0.2768
2022-01-09 04:00:00,4236.0,1452.25,4650.25,25300.5,2.0,6975.0,3831.75,3916.25,29950.75,0.7077,0.266
2022-01-09 05:00:00,4256.0,1383.5,4752.75,24270.5,2.0,7204.0,3841.5,4051.25,29023.25,0.6966,0.2684
2022-01-09 06:00:00,4321.5,1363.75,5343.75,24868.25,2.0,8128.75,4315.0,4094.0,30212.0,0.6846,0.2476
2022-01-09 07:00:00,4387.25,1369.5,5486.25,24706.5,2.0,9976.0,4490.75,4000.0,30192.75,0.6607,0.2166
2022-01-09 08:00:00,4428.5,1367.5,5674.5,24049.25,82.75,11298.5,5796.25,4360.75,29723.75,0.624,0.2032
2022-01-09 09:00:00,4447.75,1424.0,5917.25,22737.5,872.0,12370.25,7638.5,4796.5,28654.75,0.588,0.1934
2022-01-09 10:00:00,4480.0,1405.0,5887.75,21288.25,2258.75,12841.5,8275.5,4903.0,27176.0,0.5758,0.1884
2022-01-09 11:00:00,4485.75,1456.25,5999.5,19872.25,3652.5,12913.75,8605.25,5136.0,25871.75,0.5709,0.1927
2022-01-09 12:00:00,4446.0,1447.25,5321.25,18465.25,4300.25,12758.25,8621.0,5304.5,23786.5,0.5601,0.1988
2022-01-09 13:00:00,4418.0,1433.0,4892.75,17294.75,4014.0,12933.5,8602.5,5404.0,22187.5,0.5433,0.2006
2022-01-09 14:00:00,4388.5,1440.25,4672.25,15614.25,2820.5,12932.25,8955.75,5607.0,20286.5,0.5128,0.2039
