Start date;End date;Germany/Luxembourg [€/MWh] Calculated resolutions;∅ DE/LU neighbours [€/MWh] Calculated resolutions;Belgium [€/MWh] Calculated resolutions;Denmark 1 [€/MWh] Calculated resolutions;Denmark 2 [€/MWh] Calculated resolutions;France [€/MWh] Calculated resolutions;Netherlands [€/MWh] Calculated resolutions;Norway 2 [€/MWh] Calculated resolutions;Austria [€/MWh] Calculated resolutions;Poland [€/MWh] Calculated resolutions;Sweden 4 [€/MWh] Calculated resolutions;Switzerland [€/MWh] Calculated resolutions;Czech Republic [€/MWh] Calculated resolutions;DE/AT/LU [€/MWh] Calculated resolutions;Northern Italy [€/MWh] Calculated resolutions;Slovenia [€/MWh] Calculated resolutions;Hungary [€/MWh] Calculated resolutions
Feb 6, 2026 11:00 AM;Feb 6, 2026 12:00 PM;138.91;130.50;121.68;136.20;138.74;60.20;129.59;133.45;147.92;143.66;138.73;141.10;144.27;-;144.10;150.47;147.03
Feb 6, 2026 12:00 PM;Feb 6, 2026 1:00 PM;136.21;126.12;119.97;130.90;132.35;54.98;123.10;127.17;146.01;141.39;132.34;137.02;142.06;-;141.72;148.72;145.02
Feb 6, 2026 1:00 PM;Feb 6, 2026 2:00 PM;135.89;123.33;113.46;130.70;130.92;34.72;122.87;126.92;147.87;142.18;129.17;134.71;143.12;-;143.51;151.21;146.74
Feb 6, 2026 2:00 PM;Feb 6, 2026 3:00 PM;135.67;120.43;112.50;122.23;124.79;31.70;122.58;120.18;148.38;143.56;120.51;134.73;143.58;-;136.34;151.93;147.51
Feb 6, 2026 3:00 PM;Feb 6, 2026 4:00 PM;139.47;124.43;116.35;112.17;135.73;41.37;127.44;121.71;154.26;152.16;121.68;136.91;148.91;-;142.51;156.99;153.41
Feb 6, 2026 4:00 PM;Feb 6, 2026 5:00 PM;133.96;130.26;115.91;124.75;125.43;52.57;125.69;121.89;157.73;191.97;121.97;140.00;155.00;-;141.61;165.70;182.67
Feb 6, 2026 5:00 PM;Feb 6, 2026 6:00 PM;137.19;140.38;126.26;132.03;135.00;90.83;132.58;128.79;161.84;202.18;129.00;142.90;162.72;-;140.00;168.76;182.94
Feb 6, 2026 6:00 PM;Feb 6, 2026 7:00 PM;132.19;138.16;127.77;129.63;132.14;110.80;130.68;126.50;151.47;187.96;126.51;142.91;153.36;-;140.80;157.00;168.50
Feb 6, 2026 7:00 PM;Feb 6, 2026 8:00 PM;125.63;134.32;124.41;116.36;124.36;113.38;125.60;117.56;149.98;196.81;117.51;140.00;151.54;-;138.17;158.65;182.27
Feb 6, 2026 8:00 PM;Feb 6, 2026 9:00 PM;110.98;121.58;107.60;109.63;110.80;91.00;110.10;107.61;135.33;183.56;107.57;135.30;138.90;-;134.21;142.69;157.39
Feb 6, 2026 9:00 PM;Feb 6, 2026 10:00 PM;108.85;110.81;101.59;107.38;108.65;81.06;105.11;105.16;131.82;125.27;105.14;127.03;120.67;-;129.98;127.91;127.56
Feb 6, 2026 10:00 PM;Feb 6, 2026 11:00 PM;106.26;106.98;100.56;105.63;105.63;84.74;103.33;103.04;121.22;115.89;103.01;120.02;113.72;-;120.69;118.56;117.86
Feb 6, 2026 11:00 PM;Feb 7, 2026 12:00 AM;102.24;102.74;98.97;101.71;101.71;89.64;100.41;100.44;109.93;109.40;100.06;111.17;106.72;-;111.56;109.04;109.02
Feb 7, 2026 12:00 AM;Feb 7, 2026 1:00 AM;101.49;102.10;96.35;101.49;101.49;83.12;98.62;101.52;108.03;115.88;101.49;110.71;104.45;-;114.50;106.94;106.08
Feb 7, 2026 1:00 AM;Feb 7, 2026 2:00 AM;100.00;98.65;92.85;100.00;100.00;74.44;96.55;100.01;102.68;111.17;100.00;106.00;101.49;-;107.27;103.05;102.18
Feb 7, 2026 2:00 AM;Feb 7, 2026 3:00 AM;98.04;95.33;87.41;98.04;98.05;59.56;92.99;98.06;101.97;110.01;98.05;104.34;100.21;-;103.95;102.51;101.22
Feb 7, 2026 3:00 AM;Feb 7, 2026 4:00 AM;96.89;92.55;82.44;96.89;96.88;44.80;90.02;96.89;102.22;109.04;96.88;102.15;99.82;-;102.96;102.96;101.20
Feb 7, 2026 4:00 AM;Feb 7, 2026 5:00 AM;96.40;91.16;79.32;96.40;96.40;35.21;88.30;96.41;102.70;109.04;96.40;102.75;99.87;-;103.57;103.57;101.50
Feb 7, 2026 5:00 AM;Feb 7, 2026 6:00 AM;96.73;92.58;82.41;96.73;96.42;45.25;89.65;96.44;102.15;109.04;96.42;104.11;99.75;-;106.97;102.88;101.14
Feb 7, 2026 6:00 AM;Feb 7, 2026 7:00 AM;97.10;95.61;87.15;96.48;96.78;61.12;91.67;97.21;105.26;107.44;96.77;110.74;101.08;-;113.70;104.55;103.16
Feb 7, 2026 7:00 AM;Feb 7, 2026 8:00 AM;105.55;103.29;97.45;103.03;103.03;76.19;101.08;103.05;112.01;108.31;103.03;120.84;108.13;-;120.10;111.40;110.17
Feb 7, 2026 8:00 AM;Feb 7, 2026 9:00 AM;114.08;109.09;103.64;106.48;108.39;76.57;108.83;107.83;118.20;116.00;107.82;130.00;116.26;-;121.23;118.74;117.40
Feb 7, 2026 9:00 AM;Feb 7, 2026 10:00 AM;117.98;111.76;105.75;113.05;113.05;74.01;111.60;111.05;122.60;120.23;111.70;125.74;120.56;-;123.35;123.35;121.79
Feb 7, 2026 10:00 AM;Feb 7, 2026 11:00 AM;110.06;104.69;94.93;109.80;109.80;55.38;101.94;106.63;115.90;113.79;109.08;120.50;113.82;-;116.02;116.55;115.96
Feb 7, 2026 11:00 AM;Feb 7, 2026 12:00 PM;104.53;97.58;85.20;104.53;104.53;34.26;96.13;102.66;112.02;108.58;104.53;111.90;109.07;-;109.22;113.22;111.28
Feb 7, 2026 12:00 PM;Feb 7, 2026 1:00 PM;100.12;94.12;81.39;100.16;101.34;31.77;91.79;101.05;107.58;105.91;101.34;107.66;105.29;-;105.01;108.01;108.53
Feb 7, 2026 1:00 PM;Feb 7, 2026 2:00 PM;97.39;91.07;74.95;97.47;99.84;14.77;89.13;100.05;108.03;107.31;99.84;105.72;104.65;-;101.39;109.96;107.75
Feb 7, 2026 2:00 PM;Feb 7, 2026 3:00 PM;99.93;92.64;76.41;99.97;101.16;13.49;88.73;99.93;111.06;110.59;101.19;108.88;107.64;-;105.59;112.89;111.16
Feb 7, 2026 3:00 PM;Feb 7, 2026 4:00 PM;106.33;98.36;83.92;106.33;106.33;24.39;95.00;103.45;116.04;113.61;106.36;114.00;112.57;-;112.45;117.82;115.27
Feb 7, 2026 4:00 PM;Feb 7, 2026 5:00 PM;120.29;111.16;99.42;117.97;117.97;44.57;109.59;114.55;128.69;124.58;117.99;122.33;125.14;-;127.43;129.98;127.28
Feb 7, 2026 5:00 PM;Feb 7, 2026 6:00 PM;134.04;125.18;119.31;126.75;126.75;80.98;126.75;122.99;139.80;136.96;126.78;132.59;137.36;-;136.92;140.62;138.81
Feb 7, 2026 6:00 PM;Feb 7, 2026 7:00 PM;135.33;130.72;127.14;132.93;132.93;105.60;131.31;129.30;138.54;136.96;131.89;134.10;137.19;-;136.27;139.00;137.99
Feb 7, 2026 7:00 PM;Feb 7, 2026 8:00 PM;127.50;123.75;121.01;123.88;123.88;104.14;123.84;120.67;130.03;128.78;123.43;132.60;128.96;-;134.01;130.39;129.59
Feb 7, 2026 8:00 PM;Feb 7, 2026 9:00 PM;113.40;112.28;106.06;110.79;110.79;86.88;109.37;108.57;126.35;119.49;110.80;126.49;119.46;-;129.07;124.00;122.75
Feb 7, 2026 9:00 PM;Feb 7, 2026 10:00 PM;104.39;104.91;99.21;103.83;104.17;85.16;101.65;103.07;112.20;112.59;104.17;118.70;109.31;-;113.52;111.76;111.68
Feb 7, 2026 10:00 PM;Feb 7, 2026 11:00 PM;104.07;104.73;102.61;103.30;102.96;98.59;103.30;102.73;108.09;110.94;102.94;110.10;106.47;-;110.07;107.77;107.71
Feb 7, 2026 11:00 PM;Feb 8, 2026 12:00 AM;98.76;100.08;97.28;98.00;98.00;93.41;98.00;99.38;99.80;114.35;97.85;105.58;99.30;-;106.57;99.78;99.57
Feb 8, 2026 12:00 AM;Feb 8, 2026 1:00 AM;102.04;100.99;98.62;102.04;102.04;89.52;100.22;100.63;103.32;102.73;102.03;106.95;102.82;-;114.00;103.58;103.16
Feb 8, 2026 1:00 AM;Feb 8, 2026 2:00 AM;99.05;98.31;95.61;99.05;99.05;86.47;97.19;100.54;100.34;102.35;98.99;102.00;99.83;-;105.90;100.60;100.17
Feb 8, 2026 2:00 AM;Feb 8, 2026 3:00 AM;97.57;95.75;91.10;97.57;97.57;73.07;94.40;100.13;100.03;102.46;97.47;100.40;99.08;-;102.64;100.51;99.72
Feb 8, 2026 3:00 AM;Feb 8, 2026 4:00 AM;96.43;94.21;87.88;96.43;96.43;64.27;92.12;99.26;99.65;105.19;96.30;100.40;98.40;-;103.53;100.28;99.23
Feb 8, 2026 4:00 AM;Feb 8, 2026 5:00 AM;94.86;92.71;85.93;94.86;94.86;61.44;90.46;97.85;98.23;104.47;94.67;100.16;96.92;-;105.59;98.89;97.79
Feb 8, 2026 5:00 AM;Feb 8, 2026 6:00 AM;95.75;93.59;86.93;95.58;95.57;62.57;91.38;98.53;99.10;106.73;95.39;99.90;97.80;-;107.19;99.75;98.66
Feb 8, 2026 6:00 AM;Feb 8, 2026 7:00 AM;95.00;93.00;85.57;94.40;94.40;59.04;89.85;98.35;98.60;106.07;94.18;105.36;97.21;-;118.07;99.30;98.13
Feb 8, 2026 7:00 AM;Feb 8, 2026 8:00 AM;95.81;96.13;91.27;95.49;95.57;78.50;93.33;99.34;102.12;99.01;95.33;109.57;97.90;-;114.51;100.70;99.80
Feb 8, 2026 8:00 AM;Feb 8, 2026 9:00 AM;100.35;99.88;96.64;98.42;98.34;86.40;98.32;101.61;106.09;102.39;98.12;110.00;102.29;-;113.90;104.96;104.16
Feb 8, 2026 9:00 AM;Feb 8, 2026 10:00 AM;101.99;99.80;95.30;100.31;100.31;77.06;98.32;103.12;104.00;104.76;100.19;110.30;104.14;-;118.59;101.97;107.17
Feb 8, 2026 10:00 AM;Feb 8, 2026 11:00 AM;102.65;98.44;90.42;102.65;102.64;56.58;96.72;103.77;106.21;108.06;102.61;106.44;106.71;-;110.30;102.04;112.65
Feb 8, 2026 11:00 AM;Feb 8, 2026 12:00 PM;99.60;95.06;85.90;99.60;99.60;48.28;93.46;102.07;103.72;105.41;99.52;104.00;104.10;-;105.59;99.41;110.38
Feb 8, 2026 12:00 PM;Feb 8, 2026 1:00 PM;96.57;92.64;84.44;96.57;97.01;51.05;91.17;99.60;100.08;101.83;96.98;99.70;100.62;-;105.59;96.40;106.27
Feb 8, 2026 1:00 PM;Feb 8, 2026 2:00 PM;95.45;92.11;83.05;95.45;97.72;49.10;89.96;98.48;99.17;105.10;97.65;98.00;99.55;-;105.69;95.67;105.12
Feb 8, 2026 2:00 PM;Feb 8, 2026 3:00 PM;97.22;93.58;83.69;97.22;99.56;45.65;90.92;100.49;102.92;106.78;99.51;102.00;100.64;-;105.90;103.49;102.11
Feb 8, 2026 3:00 PM;Feb 8, 2026 4:00 PM;103.32;99.95;92.86;103.32;103.93;63.61;98.48;103.32;108.07;105.73;103.92;110.21;105.98;-;114.59;108.49;107.17
Feb 8, 2026 4:00 PM;Feb 8, 2026 5:00 PM;111.79;107.00;98.66;111.79;112.41;61.58;104.79;108.92;117.95;114.85;112.43;118.53;115.15;-;120.10;118.47;116.78
Feb 8, 2026 5:00 PM;Feb 8, 2026 6:00 PM;127.63;123.07;116.52;127.53;127.63;86.36;121.68;123.38;131.89;129.83;127.79;131.07;130.12;-;132.57;132.57;131.22
Feb 8, 2026 6:00 PM;Feb 8, 2026 7:00 PM;131.27;130.16;128.60;131.22;131.27;121.62;129.81;127.52;132.33;131.75;131.42;134.39;131.83;-;133.66;132.41;132.08
Feb 8, 2026 7:00 PM;Feb 8, 2026 8:00 PM;126.91;127.11;126.91;126.91;126.91;126.91;126.90;123.14;127.30;127.00;126.61;132.55;127.06;-;134.84;127.22;127.26
Feb 8, 2026 8:00 PM;Feb 8, 2026 9:00 PM;113.28;115.48;111.68;113.28;113.28;107.69;112.27;110.26;126.46;117.90;113.33;125.33;118.76;-;129.20;123.18;122.66
Feb 8, 2026 9:00 PM;Feb 8, 2026 10:00 PM;107.63;106.80;102.85;107.63;107.74;90.20;105.36;105.13;112.07;109.53;107.73;116.80;109.79;-;124.99;111.63;110.91
Feb 8, 2026 10:00 PM;Feb 8, 2026 11:00 PM;105.14;105.25;102.41;105.14;105.07;95.27;103.81;103.36;109.43;106.85;105.07;114.23;107.09;-;116.54;108.68;108.16
Feb 8, 2026 11:00 PM;Feb 9, 2026 12:00 AM;99.98;101.07;99.01;99.98;99.95;96.46;99.50;100.61;102.11;103.14;99.84;110.30;100.87;-;114.20;101.57;101.37
Feb 9, 2026 12:00 AM;Feb 9, 2026 1:00 AM;96.75;97.91;92.82;96.81;98.90;81.46;94.74;98.90;101.32;105.89;98.90;108.38;98.88;-;110.08;100.66;99.96
Feb 9, 2026 1:00 AM;Feb 9, 2026 2:00 AM;95.45;96.06;90.98;95.52;97.75;78.08;93.15;97.75;100.04;101.74;97.75;106.27;97.65;-;110.06;99.50;98.74
Feb 9, 2026 2:00 AM;Feb 9, 2026 3:00 AM;95.70;94.38;88.40;95.77;97.87;66.48;92.00;97.87;99.96;99.17;97.87;104.76;98.05;-;108.18;100.19;99.11
Feb 9, 2026 3:00 AM;Feb 9, 2026 4:00 AM;95.47;92.53;85.01;95.54;97.80;53.32;90.25;97.80;99.95;98.13;97.80;104.01;98.21;-;102.73;100.84;99.38
Feb 9, 2026 4:00 AM;Feb 9, 2026 5:00 AM;96.57;92.96;85.02;96.62;98.35;50.00;90.59;98.24;101.43;99.18;98.35;105.24;99.53;-;102.41;102.41;100.80
Feb 9, 2026 5:00 AM;Feb 9, 2026 6:00 AM;104.74;101.69;96.63;104.75;105.12;71.90;99.91;101.33;108.73;106.74;105.12;111.40;107.00;-;112.25;109.22;108.05
Feb 9, 2026 6:00 AM;Feb 9, 2026 7:00 AM;132.24;127.48;121.50;131.61;131.44;90.01;126.69;127.41;137.97;134.83;131.48;134.10;135.22;-;130.58;138.22;136.69
Feb 9, 2026 7:00 AM;Feb 9, 2026 8:00 AM;158.59;152.07;145.57;158.64;160.33;105.81;151.50;154.14;164.06;160.99;160.56;149.78;161.44;-;160.00;164.49;162.79
Feb 9, 2026 8:00 AM;Feb 9, 2026 9:00 AM;182.71;173.54;157.77;182.83;188.51;140.06;176.01;177.44;176.58;180.21;185.30;164.36;179.88;-;173.20;175.95;178.20
Feb 9, 2026 9:00 AM;Feb 9, 2026 10:00 AM;169.21;163.28;158.30;169.30;172.19;125.00;163.41;164.35;173.54;171.22;172.29;154.91;171.61;-;162.25;174.16;172.68
Feb 9, 2026 10:00 AM;Feb 9, 2026 11:00 AM;157.29;147.53;142.13;157.45;166.40;94.56;149.06;152.80;163.42;130.19;161.50;144.59;160.68;-;154.20;164.28;162.19
Feb 9, 2026 11:00 AM;Feb 9, 2026 12:00 PM;144.38;135.68;130.92;144.50;148.27;88.79;137.04;139.89;150.01;116.42;148.36;140.85;147.41;-;144.11;150.61;148.75
Feb 9, 2026 12:00 PM;Feb 9, 2026 1:00 PM;137.07;129.94;125.45;137.32;141.00;89.09;130.44;132.80;141.96;114.95;141.18;135.50;139.71;-;134.40;142.47;140.86
Feb 9, 2026 1:00 PM;Feb 9, 2026 2:00 PM;135.03;127.56;119.46;135.31;139.80;68.82;125.81;130.82;141.94;127.50;139.99;134.78;138.88;-;133.48;142.64;140.45
Feb 9, 2026 2:00 PM;Feb 9, 2026 3:00 PM;137.66;130.95;121.64;137.91;142.77;70.12;128.60;133.38;144.52;140.99;142.93;136.06;141.59;-;134.18;145.45;143.21
Feb 9, 2026 3:00 PM;Feb 9, 2026 4:00 PM;149.08;141.52;129.44;149.47;168.93;68.00;138.30;144.44;157.08;152.92;152.73;141.83;153.55;-;139.42;158.20;155.50
Feb 9, 2026 4:00 PM;Feb 9, 2026 5:00 PM;168.98;164.46;143.74;170.22;242.76;65.41;155.12;163.73;179.64;173.85;184.60;155.30;174.64;-;161.85;180.37;177.26
Feb 9, 2026 5:00 PM;Feb 9, 2026 6:00 PM;227.21;215.46;147.81;229.25;443.80;82.86;202.95;221.06;209.40;220.66;243.43;149.40;219.50;-;155.00;206.58;216.07
Feb 9, 2026 6:00 PM;Feb 9, 2026 7:00 PM;182.23;191.19;165.84;184.40;339.30;118.34;173.45;177.66;189.19;185.33;218.68;165.06;185.83;-;168.96;189.61;187.58
Feb 9, 2026 7:00 PM;Feb 9, 2026 8:00 PM;165.81;167.43;153.30;167.10;226.91;116.75;159.14;160.68;171.25;168.23;200.18;149.62;168.62;-;155.00;171.64;169.88
Feb 9, 2026 8:00 PM;Feb 9, 2026 9:00 PM;144.13;141.29;130.72;144.52;175.05;91.40;137.08;139.66;149.95;146.71;149.48;142.49;147.13;-;148.10;150.36;148.49
Feb 9, 2026 9:00 PM;Feb 9, 2026 10:00 PM;134.60;127.70;118.10;134.70;138.32;68.60;125.87;130.43;141.99;137.96;138.32;131.90;138.50;-;142.41;142.51;140.19
Feb 9, 2026 10:00 PM;Feb 9, 2026 11:00 PM;122.90;117.37;108.83;122.99;126.01;67.07;115.60;119.17;129.14;125.72;126.00;124.39;126.17;-;128.27;129.58;127.61
Feb 9, 2026 11:00 PM;Feb 10, 2026 12:00 AM;108.92;104.04;95.34;108.92;112.88;54.60;101.66;105.87;114.44;111.87;112.87;113.85;112.19;-;122.42;115.09;113.85
Feb 10, 2026 12:00 AM;Feb 10, 2026 1:00 AM;104.64;100.68;88.27;104.65;117.82;38.90;95.34;101.80;111.28;108.03;117.81;115.00;108.56;-;120.10;112.65;110.28
Feb 10, 2026 1:00 AM;Feb 10, 2026 2:00 AM;103.75;99.14;86.74;103.75;115.75;35.35;94.58;100.95;110.62;107.27;115.75;112.00;107.82;-;116.78;112.02;109.59
Feb 10, 2026 2:00 AM;Feb 10, 2026 3:00 AM;102.75;97.47;85.89;102.75;112.75;33.16;91.21;99.96;109.92;106.41;112.76;110.35;106.98;-;114.50;111.38;108.84
Feb 10, 2026 3:00 AM;Feb 10, 2026 4:00 AM;102.44;94.68;82.50;102.44;111.21;14.46;84.00;99.63;111.68;107.10;111.22;109.44;107.87;-;113.55;113.55;110.25
Feb 10, 2026 4:00 AM;Feb 10, 2026 5:00 AM;102.44;94.21;82.30;102.44;109.41;12.25;82.81;99.68;112.18;107.64;109.42;110.00;108.24;-;114.12;114.12;110.75
Feb 10, 2026 5:00 AM;Feb 10, 2026 6:00 AM;105.43;100.09;92.26;105.44;113.46;37.36;85.00;102.43;114.20;112.63;113.54;113.45;111.19;-;118.21;115.85;113.56
Feb 10, 2026 6:00 AM;Feb 10, 2026 7:00 AM;119.92;123.98;107.68;119.94;154.25;67.84;110.31;109.30;131.98;146.63;154.36;130.12;131.38;-;133.27;134.34;135.55
Feb 10, 2026 7:00 AM;Feb 10, 2026 8:00 AM;134.89;164.80;124.18;139.40;275.06;90.17;127.73;139.51;152.98;188.16;274.98;145.05;155.61;-;140.96;157.28;162.45
Feb 10, 2026 8:00 AM;Feb 10, 2026 9:00 AM;143.83;177.01;133.81;149.80;318.00;100.26;138.12;143.15;157.46;179.80;317.90;150.19;158.57;-;145.84;160.42;163.38
Feb 10, 2026 9:00 AM;Feb 10, 2026 10:00 AM;132.08;170.70;126.55;138.20;325.68;106.86;128.79;130.13;143.28;165.97;325.57;141.19;145.47;-;138.00;146.12;149.80
Feb 10, 2026 10:00 AM;Feb 10, 2026 11:00 AM;129.09;153.52;118.53;133.71;275.08;83.34;123.47;128.20;136.52;141.97;275.00;137.36;135.57;-;137.71;137.71;137.96
Feb 10, 2026 11:00 AM;Feb 10, 2026 12:00 PM;119.44;142.22;109.82;123.57;249.99;76.87;114.29;118.14;127.08;133.57;249.91;134.87;126.35;-;128.46;128.46;128.64
Feb 10, 2026 12:00 PM;Feb 10, 2026 1:00 PM;109.22;136.45;100.90;114.05;250.20;71.01;104.43;107.94;119.05;132.87;250.12;130.88;119.49;-;122.13;121.18;122.74
Feb 10, 2026 1:00 PM;Feb 10, 2026 2:00 PM;109.47;125.55;96.93;112.21;200.62;53.30;102.75;107.05;121.57;135.52;200.57;129.28;121.31;-;123.99;123.99;125.16
Feb 10, 2026 2:00 PM;Feb 10, 2026 3:00 PM;116.22;126.42;103.19;118.02;172.63;57.27;109.12;113.17;130.91;151.23;172.60;131.16;131.36;-;134.07;134.07;136.27
Feb 10, 2026 3:00 PM;Feb 10, 2026 4:00 PM;128.11;137.22;112.55;130.20;193.80;58.64;119.64;124.07;142.07;157.29;193.76;135.84;141.60;-;142.07;144.91;146.05
Feb 10, 2026 4:00 PM;Feb 10, 2026 5:00 PM;127.66;149.18;110.50;131.14;239.45;49.79;118.42;124.14;150.17;184.86;239.39;141.40;151.69;-;143.43;154.95;159.45
Feb 10, 2026 5:00 PM;Feb 10, 2026 6:00 PM;135.24;162.51;119.26;138.66;279.29;66.09;126.72;131.53;156.33;190.00;279.21;142.80;157.74;-;145.00;160.95;165.29
Feb 10, 2026 6:00 PM;Feb 10, 2026 7:00 PM;131.71;162.29;121.80;136.04;281.86;88.59;126.35;130.60;148.80;178.16;281.77;141.55;149.70;-;148.00;153.29;162.20
Feb 10, 2026 7:00 PM;Feb 10, 2026 8:00 PM;120.33;140.33;112.48;121.89;196.27;84.00;116.03;117.33;141.41;178.26;196.22;138.40;141.40;-;140.75;149.09;172.70
Feb 10, 2026 8:00 PM;Feb 10, 2026 9:00 PM;111.25;121.67;96.69;111.28;159.77;48.44;103.80;109.31;129.20;155.05;159.74;135.92;129.24;-;130.53;133.30;139.00
Feb 10, 2026 9:00 PM;Feb 10, 2026 10:00 PM;107.16;107.80;86.44;108.14;138.16;19.43;96.53;104.18;120.47;126.14;138.14;130.41;117.80;-;122.71;123.07;122.26
Feb 10, 2026 10:00 PM;Feb 10, 2026 11:00 PM;106.69;102.09;86.96;106.70;116.81;23.41;96.62;103.74;117.45;116.73;116.80;124.21;113.55;-;119.68;119.33;119.73
Feb 10, 2026 11:00 PM;Feb 11, 2026 12:00 AM;100.53;94.17;80.49;100.53;106.32;16.54;90.29;99.96;109.90;105.23;106.32;114.48;105.78;-;113.49;110.78;107.91
Feb 11, 2026 12:00 AM;Feb 11, 2026 1:00 AM;96.78;92.24;79.15;96.79;107.05;13.54;87.17;99.78;105.04;107.84;107.04;109.97;101.24;-;109.05;105.82;103.16
Feb 11, 2026 1:00 AM;Feb 11, 2026 2:00 AM;96.63;90.68;79.15;96.63;103.14;14.73;87.25;99.57;104.55;102.35;103.14;106.16;100.87;-;105.31;105.31;102.73
Feb 11, 2026 2:00 AM;Feb 11, 2026 3:00 AM;95.61;88.25;76.69;95.76;100.70;4.32;85.12;98.50;103.48;100.49;100.70;104.72;100.22;-;105.10;105.10;102.27
Feb 11, 2026 3:00 AM;Feb 11, 2026 4:00 AM;94.68;87.46;72.23;94.83;99.78;-0.01;82.88;97.55;103.33;107.36;99.77;104.65;99.72;-;105.10;105.10;101.98
Feb 11, 2026 4:00 AM;Feb 11, 2026 5:00 AM;94.85;87.81;72.33;94.97;99.21;-0.01;83.01;97.74;103.50;110.26;99.21;105.82;99.88;-;105.28;105.28;102.15
Feb 11, 2026 5:00 AM;Feb 11, 2026 6:00 AM;99.14;90.93;75.97;99.28;103.80;-0.01;87.31;99.56;108.26;109.69;103.80;108.10;104.50;-;108.81;110.10;106.87
Feb 11, 2026 6:00 AM;Feb 11, 2026 7:00 AM;110.48;101.95;86.81;110.65;116.35;10.59;98.21;107.37;120.73;115.06;116.35;123.52;115.84;-;118.00;121.53;118.23
Feb 11, 2026 7:00 AM;Feb 11, 2026 8:00 AM;129.00;119.55;101.17;129.23;146.06;16.60;113.90;125.30;140.19;134.02;140.07;133.69;134.80;-;133.00;140.71;138.04
Feb 11, 2026 8:00 AM;Feb 11, 2026 9:00 AM;137.07;128.96;109.13;137.21;162.76;25.80;121.65;132.77;148.54;142.94;156.26;138.29;143.25;-;136.56;146.46;148.76
Feb 11, 2026 9:00 AM;Feb 11, 2026 10:00 AM;131.44;127.37;113.20;132.08;171.12;27.22;120.26;127.30;141.06;136.74;157.09;138.21;136.83;-;139.00;139.13;141.82
Feb 11, 2026 10:00 AM;Feb 11, 2026 11:00 AM;127.50;121.82;103.02;128.31;165.15;13.20;113.13;124.15;139.02;133.54;150.35;136.38;133.77;-;137.17;137.17;138.92
Feb 11, 2026 11:00 AM;Feb 11, 2026 12:00 PM;125.94;117.43;95.50;125.96;151.95;0.99;109.51;121.93;137.98;128.82;150.29;134.99;133.86;-;133.38;133.38;142.82
Feb 11, 2026 12:00 PM;Feb 11, 2026 1:00 PM;115.86;110.79;87.93;115.88;149.51;0.01;100.78;112.78;128.23;119.74;149.49;131.49;122.87;-;125.77;125.77;128.70
Feb 11, 2026 1:00 PM;Feb 11, 2026 2:00 PM;116.70;109.71;88.85;117.35;142.39;0.00;101.82;113.52;129.14;124.07;135.16;130.39;124.17;-;123.52;126.16;130.73
Feb 11, 2026 2:00 PM;Feb 11, 2026 3:00 PM;116.70;108.57;88.83;116.71;137.32;0.02;101.78;113.45;128.86;124.03;127.69;131.50;124.14;-;122.50;125.94;130.86
Feb 11, 2026 3:00 PM;Feb 11, 2026 4:00 PM;118.19;111.34;91.39;118.19;132.77;4.92;103.84;114.99;133.01;132.79;132.78;132.09;128.03;-;125.67;132.35;133.51
Feb 11, 2026 4:00 PM;Feb 11, 2026 5:00 PM;122.32;118.89;97.74;123.02;144.21;18.50;109.12;119.16;138.28;144.18;144.20;135.00;134.40;-;126.35;139.23;139.82
Feb 11, 2026 5:00 PM;Feb 11, 2026 6:00 PM;127.90;122.69;101.54;127.91;150.83;17.60;113.98;124.55;142.92;148.78;150.16;131.69;139.64;-;133.59;144.70;144.90
Feb 11, 2026 6:00 PM;Feb 11, 2026 7:00 PM;125.47;123.10;106.21;125.48;149.42;45.10;115.32;122.18;136.07;139.20;149.40;132.38;133.36;-;135.80;137.69;136.59
Feb 11, 2026 7:00 PM;Feb 11, 2026 8:00 PM;112.02;116.58;98.85;112.04;134.92;54.58;104.78;109.21;128.70;146.42;134.91;130.63;127.35;-;130.66;130.79;133.03
Feb 11, 2026 8:00 PM;Feb 11, 2026 9:00 PM;104.93;106.93;87.71;105.47;120.87;30.63;96.12;103.25;120.03;135.16;132.21;126.06;118.79;-;123.55;122.80;123.64
Feb 11, 2026 9:00 PM;Feb 11, 2026 10:00 PM;104.38;97.95;81.80;104.70;113.43;8.61;93.11;103.07;115.79;113.42;113.43;118.47;111.59;-;119.23;117.02;114.44
Feb 11, 2026 10:00 PM;Feb 11, 2026 11:00 PM;102.00;94.95;80.65;102.18;107.12;11.90;90.82;102.85;112.17;108.36;108.13;112.30;108.00;-;114.81;113.11;110.44
Feb 11, 2026 11:00 PM;Feb 12, 2026 12:00 AM;95.31;90.44;78.28;95.31;100.78;7.85;93.98;98.88;106.11;103.38;100.78;108.26;101.25;-;107.39;106.79;103.68
Feb 12, 2026 12:00 AM;Feb 12, 2026 1:00 AM;88.19;89.29;75.12;88.73;107.12;18.52;88.07;91.39;97.66;111.89;107.31;102.68;93.69;-;102.44;98.20;95.65
Feb 12, 2026 1:00 AM;Feb 12, 2026 2:00 AM;87.58;86.97;73.30;87.98;101.17;11.82;87.56;92.41;98.02;112.45;101.20;97.10;93.66;-;100.69;98.61;95.81
Feb 12, 2026 2:00 AM;Feb 12, 2026 3:00 AM;86.20;85.32;71.55;86.52;96.26;8.94;86.31;92.54;97.00;114.26;96.29;96.38;92.48;-;97.90;97.60;94.71
